"","countrycode","year","mmr","abr","scenario","edu.f","edu.m","id","parl.f","flfp","mlfp","parl.m","health","empower","lfpr","gf","gm","gfm","harm","gii"
"1397","MDG",2004,539,143.3934,"SSP2",0.1142,0.1574,"MDG2004",0.069,0.859300003051758,0.899280014038086,0.931,0.500032346111634,0.23578644374114,0.879290008544922,0.0953779130827985,0.700848339466154,0.469767560050256,0.167905672016804,0.642577124740498
"1398","MDV",2004,89,19.382,"SSP2",0.2562,0.2486,"MDV2004",0.06,0.407949981689453,0.746760025024414,0.94,0.50144927704264,0.303696299835087,0.577355003356933,0.156744605319558,0.712030368348612,0.444668618634437,0.256929406221526,0.422200273519305
"1400","MEX",2004,54,73.802,"SSP2",0.5224,0.5534,"MEX2004",0.226,0.431549987792969,0.84129997253418,0.774,0.500627304087915,0.499036284215706,0.636424980163575,0.195112602732271,0.819622070013052,0.541748799834673,0.315192926057025,0.418193586855729
"1403","MKD",2004,11,22.5114,"SSP2",0.6272,0.764,"MKD2004",0.192,0.493030014038086,0.737730026245117,0.808,0.510095894847621,0.566355679726824,0.615380020141602,0.32516949825588,0.833777055824666,0.562291467614382,0.467871216226816,0.167920476880363
"1404","MLI",2004,715,185.9454,"SSP2",0.044,0.1072,"MLI2004",0.102,0.626380004882813,0.827170028686523,0.898,0.500018803925757,0.18862975935269,0.726775016784668,0.0713958316007719,0.635492042830463,0.409259572070118,0.128369673648909,0.686336783768822
"1405","MLT",2004,10,19.489,"SSP2",0.7092,0.8022,"MLT2004",0.092,0.342439994812012,0.796500015258789,0.908,0.512827748986608,0.554447937223254,0.569470005035401,0.270596802447013,0.879272209958453,0.545047536316472,0.41383539503781,0.240735224977654
"1409","MNG",2004,106,20.6108,"SSP2",0.843,0.8336,"MNG2004",0.068,0.564189987182617,0.67197998046875,0.932,0.50114429840959,0.560426120967114,0.618084983825683,0.209072904978767,0.839810012206923,0.557840170811684,0.334797175176553,0.399833155275629
"1411","MOZ",2004,615,177.0536,"SSP2",0.0932,0.1784,"MOZ2004",0.348,0.877009963989258,0.829380035400391,0.652,0.500022959378688,0.260572898888646,0.853194999694824,0.114816434360458,0.656434805166954,0.480827351345863,0.195447345447522,0.593518661323126
"1413","MUS",2004,54,35.8372,"SSP2",0.4252,0.4758,"MUS2004",0.057,0.438470001220703,0.827699966430664,0.943,0.501291850264426,0.412757897417761,0.633084983825684,0.169929980961455,0.821511538359414,0.507866245845738,0.281609025550303,0.445505528564227
"1414","MWI",2004,654,155.2396,"SSP2",0.2036,0.3792,"MWI2004",0.14,0.746179962158203,0.794800033569336,0.86,0.500024624064797,0.369946722483823,0.770489997863769,0.107729700331544,0.768505692755092,0.522355125460883,0.188969513527528,0.638235552181485
"1415","MYS",2004,32,12.9038,"SSP2",0.6762,0.7318,"MYS2004",0.091,0.464500007629395,0.797919998168945,0.909,0.506054418078395,0.531831310336007,0.63121000289917,0.2617399818924,0.866587655067339,0.553836616060489,0.402047472233627,0.274068451642937
"1417","NAM",2004,358,81.5962,"SSP2",0.3584,0.3626,"NAM2004",0.25,0.521769981384277,0.653259963989258,0.75,0.500085582909786,0.410410422921606,0.587514972686767,0.142435705616573,0.698409585621008,0.494038223850266,0.236615375441756,0.521058565878356
"1419","NER",2004,770,213.1766,"SSP2",0.019,0.0498,"NER2004",0.124,0.698259963989258,0.920630035400391,0.876,0.500015230345389,0.128702075681827,0.809444999694825,0.0641943125157887,0.577187992924582,0.373466836505539,0.115538536326541,0.690632406862109
"1420","NGA",2004,1000,127.4396,"SSP2",0.2276,0.395,"NGA2004",0.047,0.475699996948242,0.617019996643066,0.953,0.500019617136275,0.358485129330176,0.546359996795654,0.0758179438222135,0.723404843795588,0.460941376073377,0.137251011000551,0.702237598694759
"1421","NIC",2004,138,108.5644,"SSP2",0.3072,0.2828,"NIC2004",0.207,0.445870018005371,0.838109970092773,0.793,0.500166868163311,0.362866385378036,0.641989994049072,0.142683447958445,0.734895804052961,0.488423598834491,0.238969795541856,0.510732495088072
"1422","NLD",2004,11,6.3992,"SSP2",0.8154,0.8802,"NLD2004",0.367,0.691719970703125,0.838880004882813,0.633,0.535515803111753,0.646737526349172,0.765299987792969,0.522472181553608,0.855521234312726,0.642358319138534,0.648749174720532,0.01
"1423","NOR",2004,10,9.5514,"SSP2",0.9918,0.993,"NOR2004",0.382,0.753160018920898,0.812979965209961,0.618,0.526174173419603,0.699447845728511,0.783069992065429,0.531331819338975,0.860365330524548,0.66053395669077,0.65695252219007,0.00542202935128722
"1424","NPL",2004,447,98.4812,"SSP2",0.2098,0.3876,"NPL2004",0.059,0.832529983520508,0.906110000610352,0.941,0.500056790952622,0.357593743858028,0.86931999206543,0.1117633475303,0.817942057965657,0.537687123759598,0.196655718991541,0.634256223923513
"1426","NZL",2004,11,28.073,"SSP2",0.806,0.8344,"NZL2004",0.283,0.69234001159668,0.837279968261719,0.717,0.508095776271604,0.625535927555871,0.7648099899292,0.390402992630116,0.865178679890659,0.624094657758004,0.538026881375171,0.137908208815668
"1428","OMN",2004,19,18.0794,"SSP2",0.4298,0.4648,"OMN2004",0.024,0.256469993591309,0.793010025024414,0.976,0.507277838167662,0.387547680521926,0.524740009307862,0.164412762579099,0.811357425902134,0.468998805571682,0.27341994540593,0.417013557054484
"1430","PAK",2004,243,48.1034,"SSP2",0.1912,0.3672,"PAK2004",0.213,0.184419994354248,0.861439971923828,0.787,0.500213873984866,0.369690200129045,0.522929983139038,0.102868776735483,0.773667892859453,0.458999703541895,0.181592561951228,0.604373247847527
"1431","PAN",2004,88,88.9722,"SSP2",0.5884,0.547,"PAN2004",0.167,0.509480018615723,0.852129974365234,0.833,0.500319303005985,0.494244118357981,0.680804996490479,0.178710913296965,0.831650147155829,0.552167067837793,0.294201673360546,0.467187214709133
"1432","PER",2004,122,71.5258,"SSP2",0.6012,0.6806,"PER2004",0.183,0.687850036621094,0.863000030517578,0.817,0.500286495268542,0.538689881042725,0.775425033569336,0.197669276525901,0.863354725793947,0.593424954221954,0.321686792494373,0.45791495587485
"1433","PHL",2004,156,54.156,"SSP2",0.5974,0.5728,"PHL2004",0.153,0.479659996032715,0.781650009155273,0.847,0.500295916260906,0.499431696923033,0.630655002593994,0.170873774050536,0.816554510988284,0.540130002464381,0.282608373943983,0.476777122813836
"1436","POL",2004,10,15.6704,"SSP2",0.9484,0.953,"POL2004",0.202,0.575499992370605,0.698550033569336,0.798,0.51595364508883,0.654878970999826,0.63702501296997,0.399232216088974,0.847712273892877,0.599297875894187,0.542821356413392,0.094237810198357
"1439","PRK",2004,120,0.8256,"SSP2",0.8818,0.9416,"PRK2004",0.201,0.818550033569336,0.907529983520508,0.799,0.525234173126615,0.644187689534902,0.863040008544922,0.478392409783168,0.923327702120159,0.663435604423333,0.630244170267397,0.050029624479961
"1440","PRT",2004,10,18.6138,"SSP2",0.451,0.4576,"PRT2004",0.191,0.664369964599609,0.788990020751953,0.809,0.513430895357208,0.450968592744714,0.726679992675781,0.356204286245833,0.783002099060865,0.552065362355453,0.489654389972326,0.113049969512385
"1441","PRY",2004,180,82.2026,"SSP2",0.3786,0.3788,"PRY2004",0.1,0.599640007019043,0.884260025024414,0.9,0.500168959240813,0.389230006576498,0.741950016021728,0.144755128295764,0.802235871611619,0.524685705656201,0.245256304505452,0.532565301738646
"1447","ROU",2004,39,37.9342,"SSP2",0.8246,0.8928,"ROU2004",0.114,0.569020004272461,0.704869995117188,0.886,0.501689835665509,0.5979974355365,0.636944999694825,0.242969234680633,0.855856575917879,0.575986342066952,0.37848913857218,0.34288521978845
"1448","RUS",2004,45,28.425,"SSP2",0.8602,0.9246,"RUS2004",0.098,0.673960037231445,0.751370010375977,0.902,0.501954461057363,0.6017870127351,0.712665023803711,0.258640661881924,0.882019168258563,0.599327480353669,0.399989576985178,0.332602641966059
"1449","RWA",2004,758,44.116,"SSP2",0.0776,0.1018,"RWA2004",0.488,0.851660003662109,0.863330001831055,0.512,0.500074760926519,0.211450314994864,0.857495002746582,0.142044618798434,0.581962812843264,0.449253659461084,0.228353141949779,0.491705549546982
"1451","SAU",2004,22,17.6818,"SSP2",0.4992,0.656,"SAU2004",0.01,0.179349994659424,0.757639999389648,0.99,0.506426741826984,0.438266244834451,0.468494997024536,0.126654714325448,0.84835470087155,0.470240326451873,0.220404276329635,0.53129439579829
"1452","SDN",2004,580,116.1558,"SSP2",0.199,0.293,"SDN2004",0.097,0.256359996795654,0.747649993896484,0.903,0.500037108304773,0.326653834938065,0.502004995346069,0.0757081682544151,0.727208042264558,0.434442874264009,0.137139064072808,0.684333494236415
"1453","SEN",2004,526,97.5872,"SSP2",0.1042,0.1742,"SEN2004",0.192,0.34851001739502,0.720070037841797,0.808,0.5000487036385,0.258307704663947,0.534290027618408,0.0882815899690612,0.646449839553218,0.410181036407664,0.155348246659624,0.621269066897503
"1454","SGP",2004,14,6.909,"SSP2",0.7144,0.786,"SGP2004",0.16,0.575750007629395,0.817799987792969,0.84,0.525846204743295,0.575320141286448,0.696774997711182,0.3970370336499,0.872635088547961,0.595141579946149,0.545760501405902,0.0829736657699429
"1455","SLB",2004,199,67.1162,"SSP2",0.175,0.2938,"SLB2004",0.01,0.650500030517578,0.822829971313477,0.99,0.500187180055938,0.29057461754471,0.736665000915528,0.0906376650987724,0.76275406667405,0.474846698439525,0.162022304819642,0.658790288840395
"1456","SLE",2004,1000,152.9016,"SSP2",0.1086,0.2316,"SLE2004",0.145,0.670619964599609,0.670309982299805,0.855,0.500016350384823,0.28523959294338,0.670464973449707,0.0879609259336578,0.668153130102665,0.457288243374473,0.155456356141272,0.660047336896066
"1457","SLV",2004,64,86.1956,"SSP2",0.3758,0.4132,"SLV2004",0.107,0.475349998474121,0.818379974365234,0.893,0.500453184385282,0.403984652063658,0.646864986419677,0.159508468786864,0.792173469023807,0.507591088799651,0.265547494467009,0.476847603658735
"1465","STP",2004,166,108.9476,"SSP2",0.107,0.1794,"STP2004",0.091,0.427270011901855,0.774899978637695,0.909,0.500138233801973,0.251250600177908,0.601084995269775,0.0997127529206616,0.678911142687615,0.422711779523857,0.173886518016529,0.588640472209233
"1466","SUR",2004,176,77.6792,"SSP2",0.5914,0.6146,"SUR2004",0.196,0.39867000579834,0.710950012207031,0.804,0.50018286163419,0.521705911917624,0.554810009002686,0.15426160681592,0.793574655868185,0.525089036710192,0.258310652086575,0.508063139720164
"1467","SVK",2004,10,20.8528,"SSP2",0.9694,0.9756,"SVK2004",0.167,0.62992000579834,0.767109985351563,0.833,0.51198879766746,0.651920045428143,0.698514995574951,0.381450028709274,0.884311645242409,0.615474658291208,0.532992441480005,0.134013993427781
"1468","SVN",2004,11,5.5812,"SSP2",0.9684,0.9496,"SVN2004",0.122,0.658600006103516,0.74370002746582,0.878,0.540721122208974,0.628410220980338,0.701150016784668,0.450390927413011,0.878965446905663,0.619929792182298,0.595593582644428,0.0392563961996417
"1469","SWE",2004,10,6.2394,"SSP2",0.8162,0.8342,"SWE2004",0.453,0.754260025024414,0.797009963989258,0.547,0.540067955252108,0.641783318972346,0.775634994506836,0.568371584862793,0.813512384730934,0.645403638947689,0.669198476267106,0.01
"1470","SWZ",2004,539,99.619,"SSP2",0.3054,0.335,"SWZ2004",0.108,0.365349998474121,0.676289978027344,0.892,0.500046559581244,0.364128541683469,0.520819988250733,0.0967453301058288,0.717704926673525,0.456020398332369,0.170506668692526,0.626098592703188
"1475","TCD",2004,1000,204.2688,"SSP2",0.0254,0.118,"TCD2004",0.065,0.643850021362305,0.798089981079102,0.935,0.500012238775574,0.186396049750129,0.720970001220703,0.0567787391370397,0.642391160058496,0.406547702544656,0.104335613254715,0.743361941042443
"1478","TGO",2004,488,93.2272,"SSP2",0.0676,0.2318,"TGO2004",0.062,0.819570007324219,0.814879989624023,0.938,0.500054951246199,0.26551583049396,0.817224998474121,0.0923119671993876,0.724297961276401,0.476961434392307,0.16375350657009,0.656673486025705
"1479","THA",2004,46,42.1208,"SSP2",0.4168,0.4592,"THA2004",0.088,0.70697998046875,0.857470016479492,0.912,0.501290284754491,0.4193281135279,0.782224998474121,0.213465827846642,0.821748841638209,0.547845778844438,0.338896466468371,0.381401701801556
"1480","TJK",2004,33,43.4056,"SSP2",0.9242,0.947,"TJK2004",0.127,0.321150016784668,0.57064998626709,0.873,0.501745341056398,0.625922753116452,0.445900001525879,0.209485666678735,0.803558144942996,0.519294656544402,0.332332939162885,0.360030119750579
"1483","TLS",2004,507,59.1574,"SSP2",0.2894,0.3758,"TLS2004",0.253,0.341539993286133,0.699860000610352,0.747,0.500083353333132,0.400210616362209,0.520699996948243,0.119054968259274,0.718428061248944,0.470586567081331,0.204260688312193,0.565944498630597
"1485","TON",2004,67,20.3536,"SSP2",0.713,0.7248,"TON2004",0.01,0.478120002746582,0.764720001220703,0.99,0.501833259611853,0.465761869354283,0.621420001983642,0.151207924790989,0.86525286563091,0.525657501929008,0.257428700574278,0.510272944589223
"1488","TTO",2004,76,38.2932,"SSP2",0.6882,0.6806,"TTO2004",0.194,0.569809989929199,0.811119995117188,0.806,0.500859022929452,0.553021046007174,0.690464992523193,0.230236165693232,0.84378707162682,0.576146518384937,0.361761819078758,0.372101006367522
"1489","TUN",2004,54,6.2274,"SSP2",0.3556,0.485,"TUN2004",0.228,0.254020004272461,0.732689971923828,0.772,0.507434289799322,0.448319282859669,0.493354988098144,0.231911340302961,0.76536145927665,0.482364773787685,0.355962785532503,0.262046474212103
"1490","TUR",2004,35,42.5634,"SSP2",0.426,0.6322,"TUR2004",0.044,0.251609992980957,0.742220001220703,0.956,0.501678168835868,0.45716479643044,0.49691499710083,0.141319561653976,0.83252307906735,0.484834328634778,0.241623834654583,0.501636290204615
"1492","TZA",2004,741,133.885,"SSP2",0.0824,0.129,"TZA2004",0.214,0.877750015258789,0.905749969482422,0.786,0.500025199381285,0.225607905652645,0.891749992370606,0.105379327875404,0.660700778823066,0.465082259053066,0.181767424556124,0.609171450817727
"1493","UGA",2004,512,160.5056,"SSP2",0.1044,0.1686,"UGA2004",0.239,0.661350021362305,0.768040008544922,0.761,0.500030421446355,0.258078534754269,0.714695014953614,0.104841565887723,0.650381709328209,0.451810536613724,0.180574511057561,0.600331341515517
"1494","UKR",2004,33,29.7318,"SSP2",0.8756,0.9272,"UKR2004",0.053,0.626259994506836,0.71302001953125,0.947,0.502548031930713,0.576235040019711,0.669640007019043,0.23881373627568,0.874220812678099,0.578814689186562,0.375147274272594,0.351869810353626
"1496","URY",2004,23,63.2594,"SSP2",0.5208,0.489,"URY2004",0.121,0.628279991149902,0.84004997253418,0.879,0.501718252973849,0.453323225302449,0.734164981842041,0.23558717795505,0.819693195087913,0.550664626227196,0.3659865407387,0.335373068638515
"1497","USA",2004,13,41.4416,"SSP2",0.9286,0.925,"USA2004",0.149,0.681549987792969,0.805449981689453,0.851,0.504640450472658,0.629599227114224,0.743499984741211,0.325665498814408,0.894042314383487,0.61817162985374,0.477423745464925,0.227684153706821
"1499","VCT",2004,64,62.3342,"SSP2",0.5034,0.3858,"VCT2004",0.227,0.593370018005371,0.850640029907227,0.773,0.500626662410041,0.442069732275361,0.722005023956299,0.215748267454567,0.774471709694862,0.542643983135594,0.337482445143657,0.378077605885242
"1500","VEN",2004,119,91.2178,"SSP2",0.6982,0.6452,"VEN2004",0.097,0.51701000213623,0.832470016479492,0.903,0.500230310349091,0.511766823278801,0.674740009307861,0.159840618842299,0.859712454346352,0.556920064462087,0.269563153391086,0.515975145101928
"1503","VNM",2004,57,29.0644,"SSP2",0.4244,0.5162,"VNM2004",0.273,0.780500030517578,0.845329971313477,0.727,0.50150905056092,0.476491395444019,0.812915000915527,0.274309769731632,0.803034414447818,0.579152575167031,0.408931868846596,0.2939134066206
"1504","VUT",2004,119,57.2284,"SSP2",0.249,0.3068,"VUT2004",0.038,0.622210006713867,0.796689987182617,0.962,0.500367097513845,0.320271087260856,0.709449996948242,0.132368016213765,0.756429035513814,0.484443079854953,0.225309052596058,0.534911196040785
"1506","WSM",2004,74,34.8666,"SSP2",0.5732,0.5216,"WSM2004",0.061,0.262870006561279,0.429560012817383,0.939,0.500968944026197,0.443417196732573,0.346215009689331,0.145182006704813,0.669897686655795,0.425261835571109,0.238644371164752,0.438829560512379
"1508","YEM",2004,254,81.97,"SSP2",0.0094,0.1426,"YEM2004",0.003,0.161070003509521,0.72254997253418,0.997,0.500120074657619,0.19118382864783,0.44180998802185,0.0265642952646222,0.648273710918287,0.348273414570204,0.0510372388968802,0.853456403039365
"1509","ZAF",2004,195,66.3538,"SSP2",0.6182,0.6294,"ZAF2004",0.328,0.483330001831055,0.635429992675781,0.672,0.500193214447711,0.550325372803418,0.559379997253418,0.182220957189015,0.744855287865258,0.535987615382585,0.292809236017391,0.453701489336865
"1510","ZMB",2004,437,155.4312,"SSP2",0.2596,0.438,"ZMB2004",0.12,0.73822998046875,0.858960037231445,0.88,0.500036806148306,0.398668717470692,0.798595008850097,0.11649526555311,0.810930777084122,0.54197623172761,0.203724268844059,0.624108481298773
"1511","ZWE",2004,686,104.647,"SSP2",0.5788,0.642,"ZWE2004",0.1,0.776460037231445,0.887829971313477,0.9,0.500034824838446,0.500357096849162,0.832145004272461,0.130152537643067,0.877147958370356,0.592688419963183,0.226671252763517,0.6175541057853
"1513","AFG",2005,1000,138.4284,"SSP2",0.029,0.118,"AFG2005",0.259,0.453120002746582,0.845429992675781,0.741,0.500018059877886,0.191182598547526,0.649274997711182,0.0693665090320473,0.629954601884136,0.395932279323807,0.124971921766031,0.684360360869124
"1514","AGO",2005,519,185.8702,"SSP2",0.053,0.15,"AGO2005",0.15,0.760410003662109,0.804550018310547,0.85,0.500025915696459,0.223117096963889,0.782480010986328,0.0883786997809538,0.659836061706285,0.443608172843812,0.155878916599486,0.648611260698372
"1515","ALB",2005,22,18.611,"SSP2",0.83,0.874,"ALB2005",0.071,0.538359985351563,0.746529998779297,0.929,0.506105870917004,0.571917741550665,0.64244499206543,0.273347390792688,0.876200733717298,0.570782037560005,0.416697968994305,0.269952553560344
"1518","ARE",2005,10,28.1738,"SSP2",0.745,0.623,"ARE2005",0.001,0.377569999694824,0.931579971313477,0.999,0.508873492393642,0.408101714048622,0.65457498550415,0.124752991183103,0.902434389318569,0.51417688724675,0.219203217545379,0.573681308937978
"1519","ARG",2005,59,63.386,"SSP2",0.502,0.471,"ARG2005",0.374,0.566980018615723,0.818850021362305,0.626,0.500668489593221,0.48814810527937,0.692915019989014,0.233333759329527,0.763250905642327,0.553257462928009,0.357405064285672,0.353998656621504
"1520","ARM",2005,35,29.6282,"SSP2",0.939,0.956,"ARM2005",0.053,0.531139984130859,0.705749969482422,0.947,0.502410830608291,0.587287272185432,0.61844497680664,0.226602322675584,0.875692441693288,0.567200862733748,0.360037891227338,0.365237405507359
"1523","AUS",2005,10,17.0276,"SSP2",0.901,0.925,"AUS2005",0.283,0.682239990234375,0.826559982299805,0.717,0.514682045620052,0.65967234305789,0.75439998626709,0.437057612140985,0.876398461442417,0.635072034491307,0.583249986879342,0.0816002670523418
"1524","AUT",2005,10,12.0146,"SSP2",0.826,0.919,"AUT2005",0.322,0.647910003662109,0.777880020141602,0.678,0.520808016912756,0.652540083014104,0.712895011901855,0.458521103473457,0.849953317073888,0.623404802409141,0.595688424207208,0.0444596802828957
"1525","AZE",2005,42,36.1402,"SSP2",0.939,0.97,"AZE2005",0.13,0.633160018920898,0.729990005493164,0.87,0.501647024906442,0.634012736921847,0.681575012207031,0.261858099503816,0.87529437163003,0.600717053621662,0.403117306569963,0.328939799295509
"1526","BDI",2005,814,68.8948,"SSP2",0.039,0.074,"BDI2005",0.317,0.832350006103516,0.80754997253418,0.683,0.500044578880717,0.168002254064886,0.819949989318848,0.107313452135971,0.566237384779674,0.409924364607249,0.180431483887418,0.559842011195673
"1527","BEL",2005,10,10.398,"SSP2",0.806,0.825,"BEL2005",0.357,0.592680015563965,0.739199981689453,0.643,0.524043085208694,0.63237651531981,0.665939998626709,0.461972015736588,0.813513571963586,0.604309297769716,0.589297924325011,0.0248405468856862
"1528","BEN",2005,500,111.471,"SSP2",0.076,0.191,"BEN2005",0.072,0.687249984741211,0.768249969482422,0.928,0.500044854715576,0.247490640746369,0.727749977111816,0.0879779714775517,0.686432347628604,0.448246232276852,0.155966221035492,0.652052354699633
"1529","BFA",2005,437,132.6314,"SSP2",0.045,0.092,"BFA2005",0.117,0.639220008850098,0.874449996948242,0.883,0.500043133253503,0.178789808663486,0.75683500289917,0.084773845571116,0.629317412975108,0.407490178500455,0.149419717842163,0.633317008051529
"1530","BGD",2005,343,98.8674,"SSP2",0.245,0.344,"BGD2005",0.148,0.287229995727539,0.873379974365234,0.852,0.500073721264417,0.365898305855745,0.580304985046387,0.0979317146164889,0.779053738803949,0.473532993961504,0.173991639477926,0.632567019201052
"1531","BGR",2005,15,44.7304,"SSP2",0.892,0.934,"BGR2005",0.221,0.574519996643066,0.67375,0.779,0.50372602674393,0.648491006768632,0.624134998321533,0.31461461810807,0.831406945766189,0.58856210312837,0.45648840646654,0.224400612883197
"1532","BHR",2005,19,15.5862,"SSP2",0.547,0.521,"BHR2005",0.075,0.404179992675781,0.873030014038086,0.925,0.508442015845326,0.448377236518583,0.638605003356933,0.246860001844272,0.846264846606424,0.526064628329794,0.38222338809715,0.273428838371678
"1533","BHS",2005,77,41.3192,"SSP2",0.88,0.888,"BHS2005",0.268,0.749349975585938,0.854850006103516,0.732,0.500785773501605,0.645934652146199,0.802099990844727,0.273248239127543,0.883318475382757,0.637807603910947,0.417382265906486,0.345598479310757
"1534","BIH",2005,13,17.2612,"SSP2",0.672,0.856,"BIH2005",0.123,0.456730003356934,0.690999984741211,0.877,0.511141038416083,0.576967972439014,0.573864994049073,0.302642457816544,0.842826610182261,0.553138723965284,0.445363605085165,0.194842838171791
"1535","BLR",2005,11,23.1054,"SSP2",0.866,0.93,"BLR2005",0.298,0.703550033569336,0.763939971923828,0.702,0.509836346796538,0.658000730870651,0.733745002746582,0.413875443638219,0.851444651193766,0.626711179700559,0.557000610652597,0.111232368762385
"1536","BLZ",2005,70,83.6684,"SSP2",0.415,0.396,"BLZ2005",0.119,0.479070014953613,0.840459976196289,0.881,0.500426855129467,0.406442311037689,0.659764995574951,0.163853449501301,0.791803701999749,0.511968133482364,0.271519483104955,0.469655501294383
"1538","BOL",2005,271,83.4396,"SSP2",0.546,0.63,"BOL2005",0.147,0.642590026855469,0.84302001953125,0.853,0.500110560120745,0.508187190271348,0.74280502319336,0.156436973687228,0.85178023722974,0.57366038085332,0.264327807769954,0.539225966107741
"1539","BRA",2005,71,75.028,"SSP2",0.532,0.494,"BRA2005",0.091,0.595270004272461,0.821880035400391,0.909,0.500469308359621,0.445068108701605,0.708575019836426,0.178367838994303,0.819693105739446,0.540418143215591,0.292981883883408,0.457860755488129
"1542","BTN",2005,310,56.3984,"SSP2",0.197,0.289,"BTN2005",0.093,0.667210006713867,0.765810012817383,0.907,0.500142991931137,0.323667290170074,0.716510009765625,0.129263020519707,0.731910316010245,0.487683902391153,0.219721011284996,0.549460192949396
"1543","BWA",2005,239,49.8924,"SSP2",0.491,0.511,"BWA2005",0.111,0.564210014343262,0.722710037231445,0.889,0.500209656201065,0.453728358934524,0.643460025787354,0.156246018435463,0.786819544094043,0.526610914337352,0.260718715382112,0.504912055022292
"1544","CAF",2005,1000,145.5242,"SSP2",0.117,0.233,"CAF2005",0.105,0.672379989624023,0.795660018920898,0.895,0.500017179273275,0.283747022564226,0.734020004272461,0.0851683532416072,0.713573978765644,0.470480229518795,0.152174032230909,0.676555947129697
"1545","CAN",2005,11,14.0642,"SSP2",0.921,0.915,"CAN2005",0.247,0.729820022583008,0.825019989013672,0.753,0.516159662637955,0.653506599876863,0.77742000579834,0.445635796225406,0.881436103895514,0.640073603569093,0.591979198633481,0.0751388663232386
"1547","CHE",2005,10,4.8362,"SSP2",0.879,0.916,"CHE2005",0.248,0.743509979248047,0.87370002746582,0.752,0.551693478350771,0.648427584596738,0.808605003356934,0.540445184057725,0.898406741547526,0.661350854061328,0.674898630156279,0.01
"1549","CHL",2005,25,55.8504,"SSP2",0.776,0.801,"CHL2005",0.119,0.460480003356934,0.786989974975586,0.881,0.501790497471818,0.571964884387715,0.62373498916626,0.22793481044526,0.871146382393478,0.56359089542962,0.361328329216649,0.358881890841738
"1550","CHN",2005,44,7.8736,"SSP2",0.613,0.731,"CHN2005",0.203,0.724540023803711,0.846669998168945,0.797,0.507216290111027,0.558023047775895,0.785605010986328,0.351486952594067,0.864571018440534,0.605828720832387,0.499787740076687,0.175034588340419
"1551","CIV",2005,704,134.1328,"SSP2",0.091,0.211,"CIV2005",0.085,0.490639991760254,0.774079971313477,0.915,0.500026474779947,0.263670236816734,0.632359981536865,0.0762921334068979,0.698038218973856,0.436857197713306,0.137550658478851,0.685135876897876
"1552","CMR",2005,692,139.0586,"SSP2",0.209,0.309,"CMR2005",0.089,0.790589981079102,0.858629989624023,0.911,0.500025979815438,0.33347513825131,0.824609985351562,0.103202248549306,0.769451930816162,0.516140819166805,0.18199458912481,0.64739353609234
"1553","COD",2005,627,128.9988,"SSP2",0.245,0.551,"COD2005",0.102,0.713769989013672,0.728820037841797,0.898,0.500030909131165,0.430750525622447,0.721295013427734,0.10785449973164,0.800346574934532,0.53758259440246,0.190092220455089,0.646394391421132
"1554","COG",2005,677,121.0008,"SSP2",0.24,0.402,"COG2005",0.101,0.678720016479492,0.717129974365234,0.899,0.500030518493978,0.378427937409073,0.697924995422363,0.105298658092688,0.75543467595453,0.509248179199389,0.184833686597604,0.637045954905153
"1555","COL",2005,83,87.4948,"SSP2",0.473,0.449,"COL2005",0.109,0.564589996337891,0.847610015869141,0.891,0.500344254537729,0.429781919771118,0.706100006103516,0.168183070419428,0.812367799954944,0.53349181159162,0.278672968500113,0.477643400619927
"1556","COM",2005,404,84.5882,"SSP2",0.214,0.307,"COM2005",0.03,0.34326000213623,0.505200004577637,0.97,0.5000731558162,0.312913143019179,0.424230003356934,0.0777764972280654,0.650837847729584,0.404904784978242,0.138948370726361,0.656836925911292
"1557","CPV",2005,86,90.6824,"SSP2",0.278,0.321,"CPV2005",0.111,0.591720008850098,0.791309967041016,0.889,0.500320566807251,0.354931926918529,0.691514987945557,0.154975532757335,0.75049881506144,0.497048010803988,0.256901708983971,0.483145081762974
"1558","CRI",2005,33,65.9164,"SSP2",0.452,0.432,"CRI2005",0.351,0.487729988098145,0.847740020751953,0.649,0.50114929783419,0.463904655644556,0.667735004425049,0.236165347949084,0.765671183827014,0.537444142106123,0.360987038918454,0.32832640522636
"1560","CUB",2005,41,48.1482,"SSP2",0.762,0.798,"CUB2005",0.36,0.445289993286133,0.755950012207031,0.64,0.501266415146487,0.619201217059579,0.600620002746582,0.255091843162969,0.814444516610907,0.571259453749949,0.38850133704697,0.319921386864218
"1563","CYP",2005,12,6.7514,"SSP2",0.755,0.822,"CYP2005",0.161,0.617379989624023,0.798730010986328,0.839,0.530857797395108,0.589551943652767,0.708055000305176,0.422879994441661,0.872112070254038,0.605139854924597,0.569576845257649,0.058768248988293
"1564","CZE",2005,10,11.2142,"SSP2",0.99,0.991,"CZE2005",0.157,0.624790000915527,0.784290008544922,0.843,0.522293164024184,0.654127707878929,0.704540004730224,0.418992049131357,0.894971280248759,0.622053180702325,0.570770648222043,0.0824407527703365
"1565","DEU",2005,10,10.8106,"SSP2",0.942,0.948,"DEU2005",0.305,0.67068000793457,0.80838996887207,0.695,0.523125450946293,0.673857487636274,0.73953498840332,0.478176920594965,0.868972092202886,0.638818588232569,0.616891517100331,0.0343244099907983
